cluster_key,ra_deg,dec_deg,distance_kpc,distance_sigma_kpc,pmra_masyr,pmdec_masyr,pmra_sigma_masyr,pmdec_sigma_masyr,pmra_pmdec_corr,vlos_kms,vlos_sigma_kms,pm_cov_ra_ra_mas2yr2,pm_cov_ra_dec_mas2yr2,pm_cov_dec_dec_mas2yr2,pm_cov_det,pm_cov_min_eig,pm_cov_max_eig,position_sampling,pm_sampling,distance_sampling,vlos_sampling,pm_distance_cross_covariance,rv_astrometry_cross_covariance,additional_pm_systematic_floor,distance_frac_sigma,pm_corr_abs,X_kpc,Y_kpc,Z_kpc,U_kms,V_kms,W_kms,R_GC_kpc
NGC 6325,259.496327,-23.767677,7.53,0.32,-8.288,-8.987,0.029,0.028,0.17,29.54,0.5799999999999998,0.000841,0.00013804,0.000784,6.402889584000001e-07,0.00067154861973,0.0009534513802699,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0424966799468791,0.17,0.72,0.13,1.05,-38.92,-179.39,73.6,0.7316419889536139
NGC 6333,259.799086,-18.516257,8.3,0.14,-2.179,-3.213,0.0089999999999999,0.008,0.07,310.75,2.12,8.099999999999999e-05,5.04e-06,6.4e-05,5.1585983999999994e-09,6.261811758823249e-05,8.23818824117675e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.016867469879518,0.07,0.06,0.79,1.54,-329.48,129.7,66.52,0.7922752047110904
NGC 6341,259.280762,43.135944,8.5,0.07,-4.934,-0.63,0.012,0.012,0.13,-120.55,0.27,0.000144,1.8720000000000004e-05,0.000144,2.03855616e-08,0.0001252799999999,0.00016272,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.008235294117647,0.13,5.6,6.48,4.86,22.97,39.48,98.27,8.564484806455086
NGC 6342,260.291573,-19.587659,8.01,0.23,-2.915,-7.106,0.0129999999999999,0.0129999999999999,-0.07,115.75,0.9,0.0001689999999999,-1.183e-05,0.0001689999999999,2.84210511e-08,0.0001571699999999,0.0001808299999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0287141073657927,0.07,0.31,0.67,1.35,-158.75,-22.34,-29.08,0.73824115301167
NGC 6352,261.371277,-48.422169,5.54,0.07,-2.169,-4.43,0.008,0.008,0.17,-125.63,1.01,6.4e-05,1.088e-05,6.4e-05,3.9776256e-09,5.311999999999999e-05,7.488e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0126353790613718,0.17,2.96,-1.75,-0.69,149.96,170.76,6.51,3.4386189088062666
NGC 6355,260.993533,-26.352827,8.65,0.22,-4.732,-0.558,0.0149999999999999,0.014,0.27,-195.85,0.55,0.0002249999999999,5.67e-05,0.000196,4.088511000000001e-08,0.0001519753043579,0.000269024695642,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0254335260115606,0.27,-0.44,-0.06,0.82,198.82,126.39,136.36,0.4440720662234903
NGC 6356,260.895804,-17.813027,15.66,0.92,-3.769,-3.41,0.0109999999999999,0.01,0.0299999999999999,48.18,1.82,0.0001209999999999,3.2999999999999997e-06,0.0001,1.208911e-08,9.949363820329352e-05,0.0001215063617967,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0587484035759897,0.0299999999999999,-7.12,1.8,2.78,-83.82,-106.31,111.08,7.344004357297183
NGC 6362,262.979096,-67.048332,7.65,0.07,-5.502,-4.761,0.006,0.006,0.07,-14.58,0.1799999999999999,3.6e-05,2.5200000000000004e-06,3.6e-05,1.2896495999999999e-09,3.348e-05,3.852e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0091503267973856,0.07,2.16,-4.12,-2.31,117.09,40.56,99.81,4.651881339845203
NGC 6366,261.934357,-5.079861,3.44,0.05,-0.342,-5.155,0.008,0.008,0.2,-120.65,0.19,6.4e-05,1.28e-05,6.4e-05,3.93216e-09,5.12e-05,7.679999999999998e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0145348837209302,0.2,5.04,1.05,0.95,65.24,147.16,-62.03,5.1482132822951305
NGC 6380,263.618611,-39.06953,9.61,0.2999999999999999,-2.186,-3.256,0.017,0.016,-0.02,-1.48,0.7299999999999999,0.000289,-5.44e-06,0.0002559999999999,7.395440640000001e-08,0.0002551263532901,0.0002898736467098,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0312174817898022,0.02,-1.27,-1.64,-0.57,20.58,76.51,11.08,2.074246851269154
NGC 6388,264.071777,-44.7355,11.17,0.16,-1.317,-2.715,0.007,0.007,0.01,83.11,0.45,4.9000000000000005e-05,4.900000000000001e-07,4.9000000000000005e-05,2.4007599000000007e-09,4.851000000000001e-05,4.949e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0143240823634735,0.01,-2.57,-2.77,-1.31,-49.47,78.28,-19.32,3.778597623457676
NGC 6397,265.175385,-53.674335,2.48,0.02,3.251,-17.649,0.005,0.005,-0.25,18.51,0.08,2.5e-05,-6.25e-06,2.5e-05,5.859375e-10,1.875e-05,3.125e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0080645161290322,0.25,5.92,-0.9,-0.51,58.24,106.68,-130.34,5.98802137604735
NGC 6401,264.652191,-23.909605,7.44,0.22,-2.762,1.464,0.01,0.008,0.2899999999999999,-105.44,2.5,0.0001,2.32e-05,6.4e-05,5.861759999999999e-09,5.263607655642727e-05,0.0001113639234435,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0295698924731182,0.2899999999999999,0.77,0.45,0.52,101.04,237.5,109.65,0.8918520056601319
NGC 6402,264.400651,-3.245916,9.14,0.25,-3.599,-5.055,0.006,0.006,0.12,-60.71,0.45,3.6e-05,4.319999999999999e-06,3.6e-05,1.2773376e-09,3.168e-05,4.032e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0273522975929978,0.12,-0.06,3.21,2.34,-46.65,-20.92,20.2,3.2105606986942328
NGC 6426,266.22796,3.170142,20.71,0.3499999999999999,-1.821,-2.998,0.016,0.0149999999999999,0.27,-210.51,0.51,0.0002559999999999,6.48e-05,0.0002249999999999,5.340096e-08,0.0001738720028816,0.0003071279971183,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0169000482858522,0.27,-9.36,9.36,5.79,11.24,-149.16,-29.02,13.237038943812168
NGC 6440,267.220167,-20.360417,8.25,0.2399999999999999,-1.189,-4.004,0.024,0.024,0.34,-69.39,0.93,0.000576,0.00019584,0.000576,2.934226944e-07,0.0003801599999999,0.0007718399999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.029090909090909,0.34,0.02,1.11,0.55,33.58,86.46,-37.51,1.110180165558726
NGC 6441,267.554413,-37.051445,12.73,0.16,-2.566,-5.373,0.02,0.02,0.17,18.47,0.56,0.0004,6.800000000000001e-05,0.0004,1.55376e-07,0.0003319999999999,0.000468,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0125687352710133,0.17,-4.42,-1.43,-1.11,13.63,-105.17,-25.31,4.645567780153466
NGC 6453,267.715508,-34.598477,10.07,0.22,0.165,-5.92,0.021,0.021,0.1799999999999999,-99.23,1.24,0.000441,7.938e-05,0.000441,1.8817981560000002e-07,0.00036162,0.00052038,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0218470705064548,0.1799999999999999,-1.84,-0.75,-0.68,115.63,21.74,-136.21,1.9869826370655583
NGC 6496,269.76535,-44.265945,9.64,0.1499999999999999,-3.066,-9.257,0.006,0.005,0.16,-134.72,0.26,3.6e-05,4.800000000000001e-06,2.5e-05,8.769599999999999e-10,2.32e-05,3.78e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0155601659751037,0.16,-1.11,-1.97,-1.68,222.91,-146.82,-45.56,2.2611943746613203
NGC 6517,270.46075,-8.958778,9.23,0.56,-1.554,-4.452,0.0179999999999999,0.017,0.34,-35.06,1.65,0.0003239999999999,0.00010404,0.000289,8.28116784e-08,0.0002009984758403,0.0004120015241596,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0606717226435536,0.34,-0.47,3.02,1.09,-49.03,50.13,-31.3,3.0563540370840547
NGC 6522,270.891958,-30.033974,7.29,0.2099999999999999,2.586,-6.432,0.014,0.014,0.2899999999999999,-15.23,0.4899999999999999,0.000196,5.683999999999999e-05,0.000196,3.518521440000001e-08,0.00013916,0.00025284,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0288065843621399,0.2899999999999999,0.9,0.13,-0.5,14.18,101.3,-177.94,0.9093404203047394
NGC 6528,271.206697,-30.055778,7.83,0.2399999999999999,-2.173,-5.643,0.021,0.019,0.13,211.86,0.4299999999999999,0.000441,5.187e-05,0.0003609999999999,1.5651050310000006e-07,0.0003354981152942,0.0004665018847057,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0306513409961685,0.13,0.37,0.16,-0.57,-224.49,34.2,-39.4,0.4031128874149275
NGC 6535,270.960449,-0.2976389999999999,6.36,0.12,-4.213,-2.935,0.014,0.0129999999999999,0.19,-214.85,0.46,0.000196,3.458e-05,0.0001689999999999,3.19282236e-08,0.0001453782220253,0.0002196217779746,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0188679245283018,0.19,2.61,2.86,1.15,125.6,27.55,38.55,3.8719116725462626
NGC 6539,271.207276,-7.585858,8.16,0.39,-6.883,-3.549,0.0089999999999999,0.008,0.4099999999999999,35.19,0.5,8.099999999999999e-05,2.952e-05,6.4e-05,4.3125696e-09,4.178061849580952e-05,0.0001032193815041,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0477941176470588,0.4099999999999999,0.6,2.88,0.96,-113.35,25.57,178.27,2.9418361613115027
NGC 6540,271.535657,-27.765286,5.91,0.27,-3.695,-2.818,0.019,0.0179999999999999,0.23,-16.5,0.78,0.0003609999999999,7.865999999999998e-05,0.0003239999999999,1.1077660440000001e-07,0.0002616937774673,0.0004233062225326,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0456852791878172,0.23,2.29,0.34,-0.34,-4.5,132.39,60.24,2.315102589519523
NGC 6541,272.009827,-43.714889,7.61,0.1,0.2829999999999999,-8.832,0.006,0.005,0.0899999999999999,-163.97,0.46,3.6e-05,2.7e-06,2.5e-05,8.927100000000001e-10,2.437301052718385e-05,3.662698947281616e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0131406044678055,0.0899999999999999,0.84,-1.39,-1.48,228.17,13.34,-111.74,1.6240997506310995
NGC 6544,271.833833,-24.998222,2.58,0.0599999999999999,-2.269,-18.615,0.0259999999999999,0.0259999999999999,0.02,-38.46,0.67,0.0006759999999999,1.3519999999999998e-05,0.0006759999999999,4.567932096e-07,0.0006624799999999,0.00068952,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0232558139534883,0.02,5.61,0.26,-0.1,8.81,36.42,-77.57,5.6160217236047085
NGC 6553,272.322992,-25.908067,5.33,0.13,0.3539999999999999,-0.4269999999999999,0.0129999999999999,0.0129999999999999,0.22,-0.27,0.34,0.0001689999999999,3.717999999999999e-05,0.0001689999999999,2.71786476e-08,0.0001318199999999,0.0002061799999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.024390243902439,0.22,2.88,0.49,-0.28,-10.62,247.02,-5.76,2.92138665705175
NGC 6558,272.573974,-31.764508,7.79,0.1799999999999999,-1.752,-4.167,0.017,0.016,0.0599999999999999,-195.12,0.7299999999999999,0.000289,1.6320000000000003e-05,0.0002559999999999,7.371765760000002e-08,0.0002492924064151,0.0002957075935848,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0231065468549422,0.0599999999999999,0.44,0.03,-0.82,184.04,85.48,11.86,0.4410215414239989
NGC 6569,273.411667,-31.826889,10.53,0.26,-4.142,-7.333,0.01,0.0089999999999999,0.16,-49.83,0.5,0.0001,1.44e-05,8.099999999999999e-05,7.892639999999998e-09,7.324862324334662e-05,0.0001077513767566,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0246913580246913,0.16,-2.28,0.09,-1.23,33.52,-168.57,24.53,2.28177562437677
NGC 6584,274.656647,-52.215778,13.61,0.17,-0.08,-7.195,0.008,0.008,-0.08,260.64,1.58,6.4e-05,-5.12e-06,6.4e-05,4.0697856e-09,5.888e-05,6.912e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0124908155767817,0.08,-4.25,-4.0,-3.85,-69.58,-216.63,-238.12,5.836308764964376
NGC 6624,275.918793,-30.361029,8.019999999999998,0.11,0.127,-6.956,0.014,0.014,-0.01,54.79,0.4,0.000196,-1.9600000000000003e-06,0.000196,3.841215840000001e-08,0.00019404,0.00019796,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.013715710723192,0.01,0.24,0.39,-1.1,-59.64,20.64,-122.99,0.45793012567421243
NGC 6626,276.137039,-24.869847,5.37,0.1,-0.3029999999999999,-8.931,0.0179999999999999,0.0179999999999999,-0.26,11.11,0.5999999999999999,0.0003239999999999,-8.423999999999998e-05,0.0003239999999999,9.787962239999997e-08,0.0002397599999999,0.0004082399999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0186219739292365,0.26,2.88,0.72,-0.52,-40.52,48.96,-90.99,2.9686360504447156
NGC 6637,277.846252,-32.348084,8.9,0.1,-5.053,-5.825,0.007,0.007,0.4,47.48,1.0,4.9000000000000005e-05,1.96e-05,4.9000000000000005e-05,2.0168400000000007e-09,2.9400000000000003e-05,6.860000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0112359550561797,0.4,-0.58,0.26,-1.59,-82.47,-59.69,82.89,0.6356099432828282
NGC 6638,277.733734,-25.497473,9.78,0.34,-2.515,-4.069,0.0109999999999999,0.01,0.2,8.63,2.0,0.0001209999999999,2.2000000000000003e-05,0.0001,1.1616e-08,8.612275651350219e-05,0.0001348772434864,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0347648261758691,0.2,-1.43,1.33,-1.22,-52.31,35.04,25.45,1.952895286491316
NGC 6642,277.975957,-23.475602,8.05,0.2,-0.1749999999999999,-3.9,0.0129999999999999,0.0129999999999999,0.23,-60.61,1.35,0.0001689999999999,3.887e-05,0.0001689999999999,2.7050123100000002e-08,0.00013013,0.0002078699999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0248447204968944,0.23,0.3,1.36,-0.9,31.86,106.97,-46.79,1.3926952286842949
NGC 6652,278.940125,-32.990723,9.46,0.14,-5.496,-4.25,0.012,0.012,0.07,-95.37,0.8599999999999999,0.000144,1.0080000000000002e-05,0.000144,2.06343936e-08,0.0001339199999999,0.00015408,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.014799154334038,0.07,-1.1,0.25,-1.87,46.85,-26.61,165.75,1.1280514172678477
NGC 6656,279.099762,-23.904749,3.3,0.04,9.841,-5.607,0.0089999999999999,0.0089999999999999,0.2,-148.72,0.78,8.099999999999999e-05,1.6199999999999997e-05,8.099999999999999e-05,6.2985599999999986e-09,6.479999999999999e-05,9.72e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0121212121212121,0.2,4.95,0.56,-0.43,155.31,212.88,-148.73,4.981576055828115
NGC 6681,280.803162,-32.29211,9.36,0.11,1.42,-4.73,0.0129999999999999,0.012,0.22,216.62,0.8399999999999999,0.0001689999999999,3.432e-05,0.000144,2.31581376e-08,0.0001199744965811,0.0001930255034188,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0117521367521367,0.22,-0.95,0.45,-2.03,-199.39,96.15,-180.24,1.0511898020814319
NGC 6712,283.268021,-8.70596,7.38,0.2399999999999999,3.355,-4.44,0.007,0.007,0.13,-107.45,0.2899999999999999,4.9000000000000005e-05,6.37e-06,4.9000000000000005e-05,2.3604231000000006e-09,4.263e-05,5.537000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.032520325203252,0.13,1.53,3.15,-0.56,60.92,123.26,-159.05,3.5019137625018693
NGC 6715,283.763855,-30.479862,26.28,0.33,-2.682,-1.374,0.007,0.007,0.25,143.13,0.4299999999999999,4.9000000000000005e-05,1.225e-05,4.9000000000000005e-05,2.2509375e-09,3.6750000000000006e-05,6.125000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0125570776255707,0.25,-17.19,2.49,-6.4,-235.36,-17.11,203.74,17.369404134857366
NGC 6717,283.775177,-22.701473,7.519999999999999,0.13,-3.153,-5.008,0.016,0.016,0.3499999999999999,30.25,0.9,0.0002559999999999,8.959999999999998e-05,0.0002559999999999,5.750784e-08,0.0001663999999999,0.0003456,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0172872340425531,0.3499999999999999,0.98,1.65,-1.42,-91.59,55.81,27.44,1.919088325221119
NGC 6723,284.888123,-36.632248,8.269999999999998,0.1,1.018,-2.41,0.006,0.006,0.2099999999999999,-94.39,0.26,3.6e-05,7.56e-06,3.6e-05,1.2388464e-09,2.844e-05,4.356e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0120918984280532,0.2099999999999999,0.28,0.01,-2.46,100.19,178.63,-32.93,0.280178514522438
NGC 6749,286.314056,1.899756,7.59,0.2099999999999999,-2.872,-5.981,0.027,0.027,0.1,-58.44,0.96,0.0007289999999999,7.289999999999998e-05,0.0007289999999999,5.261265899999999e-07,0.0006560999999999,0.0008018999999999,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0276679841897233,0.1,2.06,4.48,-0.29,-104.73,25.0,2.83,4.930922834520938
