cluster_key,ra_deg,dec_deg,distance_kpc,distance_sigma_kpc,pmra_masyr,pmdec_masyr,pmra_sigma_masyr,pmdec_sigma_masyr,pmra_pmdec_corr,vlos_kms,vlos_sigma_kms,pm_cov_ra_ra_mas2yr2,pm_cov_ra_dec_mas2yr2,pm_cov_dec_dec_mas2yr2,pm_cov_det,pm_cov_min_eig,pm_cov_max_eig,position_sampling,pm_sampling,distance_sampling,vlos_sampling,pm_distance_cross_covariance,rv_astrometry_cross_covariance,additional_pm_systematic_floor,distance_frac_sigma,pm_corr_abs
NGC 6362,262.97909600000003,-67.048332000000002,7.6500000000000004,0.070000000000000007,-5.5019999999999998,-4.7610000000000001,0.0060000000000000001,0.0060000000000000001,0.070000000000000007,-14.58,0.17999999999999999,3.6000000000000001e-05,2.5200000000000004e-06,3.6000000000000001e-05,1.2896496000000001e-09,3.3479999999999998e-05,3.8520000000000004e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0091503267973856214,0.070000000000000007
NGC 6366,261.93435699999998,-5.0798610000000002,3.4399999999999999,0.050000000000000003,-0.34200000000000003,-5.1550000000000002,0.0080000000000000002,0.0080000000000000002,0.20000000000000001,-120.65000000000001,0.19,6.3999999999999997e-05,1.2800000000000001e-05,6.3999999999999997e-05,3.9321599999999998e-09,5.1199999999999998e-05,7.6799999999999997e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.014534883720930234,0.20000000000000001
NGC 6380,263.61861099999999,-39.06953,9.6099999999999994,0.29999999999999999,-2.1859999999999999,-3.2559999999999998,0.017000000000000001,0.016,-0.02,-1.48,0.72999999999999998,0.00028900000000000003,-5.4400000000000004e-06,0.00025599999999999999,7.3954406400000012e-08,0.00025512635329011206,0.00028987364670988796,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.031217481789802291,0.02
NGC 6388,264.071777,-44.735500000000002,11.17,0.16,-1.3169999999999999,-2.7149999999999999,0.0070000000000000001,0.0070000000000000001,0.01,83.109999999999999,0.45000000000000001,4.9000000000000005e-05,4.9000000000000007e-07,4.9000000000000005e-05,2.4007599000000007e-09,4.8510000000000008e-05,4.9490000000000002e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01432408236347359,0.01
NGC 6397,265.17538500000001,-53.674334999999999,2.48,0.02,3.2509999999999999,-17.649000000000001,0.0050000000000000001,0.0050000000000000001,-0.25,18.510000000000002,0.080000000000000002,2.5000000000000001e-05,-6.2500000000000003e-06,2.5000000000000001e-05,5.8593749999999997e-10,1.8750000000000002e-05,3.1250000000000001e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0080645161290322578,0.25
NGC 6401,264.65219100000002,-23.909604999999999,7.4400000000000004,0.22,-2.762,1.464,0.01,0.0080000000000000002,0.28999999999999998,-105.44,2.5,0.0001,2.3199999999999998e-05,6.3999999999999997e-05,5.8617600000000002e-09,5.263607655642727e-05,0.00011136392344357273,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.029569892473118278,0.28999999999999998
NGC 6402,264.40065099999998,-3.2459159999999998,9.1400000000000006,0.25,-3.5990000000000002,-5.0549999999999997,0.0060000000000000001,0.0060000000000000001,0.12,-60.710000000000001,0.45000000000000001,3.6000000000000001e-05,4.3199999999999993e-06,3.6000000000000001e-05,1.2773376000000001e-09,3.1680000000000002e-05,4.032e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.027352297592997812,0.12
NGC 6426,266.22796,3.1701419999999998,20.710000000000001,0.34999999999999998,-1.821,-2.9980000000000002,0.016,0.014999999999999999,0.27000000000000002,-210.50999999999999,0.51000000000000001,0.00025599999999999999,6.4800000000000003e-05,0.00022499999999999999,5.340095999999999e-08,0.0001738720028816714,0.00030712799711832858,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.016900048285852242,0.27000000000000002
NGC 6440,267.220167,-20.360417000000002,8.25,0.23999999999999999,-1.1890000000000001,-4.0039999999999996,0.024,0.024,0.34000000000000002,-69.390000000000001,0.93000000000000005,0.00057600000000000001,0.00019584000000000002,0.00057600000000000001,2.934226944e-07,0.00038015999999999999,0.00077183999999999998,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.029090909090909091,0.34000000000000002
NGC 6441,267.55441300000001,-37.051445000000001,12.73,0.16,-2.5659999999999998,-5.3730000000000002,0.02,0.02,0.17000000000000001,18.469999999999999,0.56000000000000005,0.00040000000000000002,6.8000000000000013e-05,0.00040000000000000002,1.55376e-07,0.00033199999999999999,0.00046800000000000005,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012568735271013353,0.17000000000000001
NGC 6453,267.715508,-34.598477000000003,10.07,0.22,0.16500000000000001,-5.9199999999999999,0.021000000000000001,0.021000000000000001,0.17999999999999999,-99.230000000000004,1.24,0.00044100000000000004,7.9380000000000002e-05,0.00044100000000000004,1.8817981560000002e-07,0.00036162000000000005,0.00052038000000000008,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.021847070506454815,0.17999999999999999
NGC 6496,269.76535000000001,-44.265945000000002,9.6400000000000006,0.14999999999999999,-3.0659999999999998,-9.2569999999999997,0.0060000000000000001,0.0050000000000000001,0.16,-134.72,0.26000000000000001,3.6000000000000001e-05,4.8000000000000006e-06,2.5000000000000001e-05,8.7696000000000004e-10,2.3200000000000001e-05,3.7800000000000004e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.015560165975103733,0.16
NGC 6517,270.46075000000002,-8.9587780000000006,9.2300000000000004,0.56000000000000005,-1.554,-4.452,0.017999999999999999,0.017000000000000001,0.34000000000000002,-35.060000000000002,1.6499999999999999,0.00032399999999999996,0.00010404,0.00028900000000000003,8.2811678400000004e-08,0.0002009984758403937,0.00041200152415960635,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.060671722643553631,0.34000000000000002
NGC 6522,270.89195799999999,-30.033974000000001,7.29,0.20999999999999999,2.5859999999999999,-6.4320000000000004,0.014,0.014,0.28999999999999998,-15.23,0.48999999999999999,0.00019600000000000002,5.6839999999999991e-05,0.00019600000000000002,3.5185214400000009e-08,0.00013916000000000004,0.00025284,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.028806584362139915,0.28999999999999998
NGC 6528,271.20669700000002,-30.055778,7.8300000000000001,0.23999999999999999,-2.173,-5.6429999999999998,0.021000000000000001,0.019,0.13,211.86000000000001,0.42999999999999999,0.00044100000000000004,5.1870000000000003e-05,0.00036099999999999999,1.5651050310000004e-07,0.00033549811529429092,0.00046650188470570905,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.030651340996168581,0.13
NGC 6535,270.96044899999998,-0.29763899999999999,6.3600000000000003,0.12,-4.2130000000000001,-2.9350000000000001,0.014,0.012999999999999999,0.19,-214.84999999999999,0.46000000000000002,0.00019600000000000002,3.4579999999999998e-05,0.00016899999999999999,3.1928223599999998e-08,0.00014537822202533935,0.00021962177797466063,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.018867924528301886,0.19
NGC 6539,271.20727599999998,-7.585858,8.1600000000000001,0.39000000000000001,-6.883,-3.5489999999999999,0.0089999999999999993,0.0080000000000000002,0.40999999999999998,35.189999999999998,0.5,8.099999999999999e-05,2.9519999999999999e-05,6.3999999999999997e-05,4.3125695999999996e-09,4.1780618495809523e-05,0.00010321938150419048,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.047794117647058827,0.40999999999999998
NGC 6540,271.53565700000001,-27.765286,5.9100000000000001,0.27000000000000002,-3.6949999999999998,-2.8180000000000001,0.019,0.017999999999999999,0.23000000000000001,-16.5,0.78000000000000003,0.00036099999999999999,7.8659999999999996e-05,0.00032399999999999996,1.1077660439999999e-07,0.00026169377746732616,0.0004233062225326738,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.045685279187817264,0.23000000000000001
NGC 6541,272.00982699999997,-43.714888999999999,7.6100000000000003,0.10000000000000001,0.28299999999999997,-8.8320000000000007,0.0060000000000000001,0.0050000000000000001,0.089999999999999997,-163.97,0.46000000000000002,3.6000000000000001e-05,2.7e-06,2.5000000000000001e-05,8.9271000000000012e-10,2.4373010527183846e-05,3.662698947281616e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.013140604467805518,0.089999999999999997
NGC 6544,271.83383300000003,-24.998221999999998,2.5800000000000001,0.059999999999999998,-2.2690000000000001,-18.614999999999998,0.025999999999999999,0.025999999999999999,0.02,-38.460000000000001,0.67000000000000004,0.00067599999999999995,1.3519999999999998e-05,0.00067599999999999995,4.5679320959999997e-07,0.0006624799999999999,0.00068952,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.023255813953488372,0.02
NGC 6553,272.322992,-25.908066999999999,5.3300000000000001,0.13,0.35399999999999998,-0.42699999999999999,0.012999999999999999,0.012999999999999999,0.22,-0.27000000000000002,0.34000000000000002,0.00016899999999999999,3.7179999999999993e-05,0.00016899999999999999,2.7178647599999998e-08,0.00013181999999999999,0.00020617999999999998,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.024390243902439025,0.22
NGC 6558,272.57397400000002,-31.764507999999999,7.79,0.17999999999999999,-1.752,-4.1669999999999998,0.017000000000000001,0.016,0.059999999999999998,-195.12,0.72999999999999998,0.00028900000000000003,1.6320000000000003e-05,0.00025599999999999999,7.3717657600000009e-08,0.00024929240641514077,0.00029570759358485925,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.023106546854942234,0.059999999999999998
NGC 6569,273.41166700000002,-31.826889000000001,10.529999999999999,0.26000000000000001,-4.1420000000000003,-7.3330000000000002,0.01,0.0089999999999999993,0.16,-49.829999999999998,0.5,0.0001,1.4399999999999999e-05,8.099999999999999e-05,7.8926399999999993e-09,7.3248623243346635e-05,0.00010775137675665337,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.02469135802469136,0.16
NGC 6584,274.65664700000002,-52.215778,13.609999999999999,0.17000000000000001,-0.080000000000000002,-7.1950000000000003,0.0080000000000000002,0.0080000000000000002,-0.080000000000000002,260.63999999999999,1.5800000000000001,6.3999999999999997e-05,-5.1200000000000001e-06,6.3999999999999997e-05,4.0697855999999997e-09,5.8879999999999999e-05,6.9120000000000002e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012490815576781779,0.080000000000000002
NGC 6624,275.91879299999999,-30.361028999999998,8.0199999999999996,0.11,0.127,-6.9560000000000004,0.014,0.014,-0.01,54.789999999999999,0.40000000000000002,0.00019600000000000002,-1.9600000000000003e-06,0.00019600000000000002,3.8412158400000011e-08,0.00019404000000000003,0.00019796000000000001,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.013715710723192021,0.01
NGC 6626,276.13703900000002,-24.869847,5.3700000000000001,0.10000000000000001,-0.30299999999999999,-8.9309999999999992,0.017999999999999999,0.017999999999999999,-0.26000000000000001,11.109999999999999,0.59999999999999998,0.00032399999999999996,-8.4239999999999993e-05,0.00032399999999999996,9.7879622399999973e-08,0.00023975999999999997,0.00040823999999999993,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0186219739292365,0.26000000000000001
NGC 6637,277.84625199999999,-32.348084,8.9000000000000004,0.10000000000000001,-5.0529999999999999,-5.8250000000000002,0.0070000000000000001,0.0070000000000000001,0.40000000000000002,47.479999999999997,1,4.9000000000000005e-05,1.9600000000000002e-05,4.9000000000000005e-05,2.0168400000000007e-09,2.9400000000000003e-05,6.8600000000000014e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.011235955056179775,0.40000000000000002
NGC 6638,277.73373400000003,-25.497472999999999,9.7799999999999994,0.34000000000000002,-2.5150000000000001,-4.069,0.010999999999999999,0.01,0.20000000000000001,8.6300000000000008,2,0.00012099999999999999,2.2000000000000003e-05,0.0001,1.1616e-08,8.6122756513502192e-05,0.00013487724348649783,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.034764826175869123,0.20000000000000001
NGC 6642,277.97595699999999,-23.475601999999999,8.0500000000000007,0.20000000000000001,-0.17499999999999999,-3.8999999999999999,0.012999999999999999,0.012999999999999999,0.23000000000000001,-60.609999999999999,1.3500000000000001,0.00016899999999999999,3.8869999999999999e-05,0.00016899999999999999,2.7050123099999999e-08,0.00013013,0.00020786999999999997,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.024844720496894408,0.23000000000000001
NGC 6652,278.94012500000002,-32.990723000000003,9.4600000000000009,0.14000000000000001,-5.4960000000000004,-4.25,0.012,0.012,0.070000000000000007,-95.370000000000005,0.85999999999999999,0.000144,1.0080000000000002e-05,0.000144,2.0634393600000001e-08,0.00013391999999999999,0.00015408000000000002,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.014799154334038054,0.070000000000000007
NGC 6656,279.099762,-23.904748999999999,3.2999999999999998,0.040000000000000001,9.8409999999999993,-5.6070000000000002,0.0089999999999999993,0.0089999999999999993,0.20000000000000001,-148.72,0.78000000000000003,8.099999999999999e-05,1.6199999999999997e-05,8.099999999999999e-05,6.2985599999999986e-09,6.4799999999999989e-05,9.7199999999999991e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012121212121212123,0.20000000000000001
NGC 6681,280.80316199999999,-32.292110000000001,9.3599999999999994,0.11,1.4199999999999999,-4.7300000000000004,0.012999999999999999,0.012,0.22,216.62,0.83999999999999997,0.00016899999999999999,3.4319999999999997e-05,0.000144,2.3158137599999999e-08,0.00011997449658115581,0.0001930255034188442,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.011752136752136754,0.22
NGC 6712,283.26802099999998,-8.7059599999999993,7.3799999999999999,0.23999999999999999,3.355,-4.4400000000000004,0.0070000000000000001,0.0070000000000000001,0.13,-107.45,0.28999999999999998,4.9000000000000005e-05,6.37e-06,4.9000000000000005e-05,2.3604231000000006e-09,4.2630000000000004e-05,5.5370000000000007e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.032520325203252029,0.13
NGC 6715,283.76385499999998,-30.479862000000001,26.280000000000001,0.33000000000000002,-2.6819999999999999,-1.3740000000000001,0.0070000000000000001,0.0070000000000000001,0.25,143.13,0.42999999999999999,4.9000000000000005e-05,1.2250000000000001e-05,4.9000000000000005e-05,2.2509375000000005e-09,3.6750000000000006e-05,6.1250000000000012e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012557077625570776,0.25
NGC 6717,283.77517699999999,-22.701473,7.5199999999999996,0.13,-3.153,-5.008,0.016,0.016,0.34999999999999998,30.25,0.90000000000000002,0.00025599999999999999,8.9599999999999996e-05,0.00025599999999999999,5.7507840000000003e-08,0.00016639999999999998,0.0003456,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.017287234042553192,0.34999999999999998
NGC 6723,284.88812300000001,-36.632247999999997,8.2699999999999996,0.10000000000000001,1.018,-2.4100000000000001,0.0060000000000000001,0.0060000000000000001,0.20999999999999999,-94.390000000000001,0.26000000000000001,3.6000000000000001e-05,7.5600000000000005e-06,3.6000000000000001e-05,1.2388464e-09,2.8439999999999999e-05,4.3560000000000003e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012091898428053206,0.20999999999999999
NGC 6749,286.31405599999999,1.899756,7.5899999999999999,0.20999999999999999,-2.8719999999999999,-5.9809999999999999,0.027,0.027,0.10000000000000001,-58.439999999999998,0.95999999999999996,0.00072899999999999994,7.2899999999999997e-05,0.00072899999999999994,5.2612658999999982e-07,0.00065609999999999996,0.00080189999999999992,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.02766798418972332,0.10000000000000001
NGC 6752,287.71710200000001,-59.984554000000003,4.1200000000000001,0.040000000000000001,-3.1600000000000001,-4.024,0.012,0.012,0.029999999999999999,-26.010000000000002,0.12,0.000144,4.3199999999999993e-06,0.000144,2.0717337600000001e-08,0.00013967999999999999,0.00014832000000000002,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0097087378640776691,0.029999999999999999
NGC 6760,287.80026800000002,1.0304660000000001,8.4100000000000001,0.42999999999999999,-1.093,-3.6320000000000001,0.0080000000000000002,0.0070000000000000001,0.29999999999999999,-2.3700000000000001,1.27,6.3999999999999997e-05,1.6799999999999998e-05,4.9000000000000005e-05,2.8537600000000003e-09,3.8101902272245653e-05,7.4898097727754356e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.051129607609988109,0.29999999999999999
NGC 6779,289.14819299999999,30.183471999999998,10.43,0.14000000000000001,-2.0030000000000001,1.617,0.0070000000000000001,0.0070000000000000001,0.070000000000000007,-136.97,0.45000000000000001,4.9000000000000005e-05,3.4300000000000006e-06,4.9000000000000005e-05,2.3892351000000008e-09,4.5570000000000006e-05,5.2430000000000005e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.01342281879194631,0.070000000000000007
NGC 6809,294.99877900000001,-30.964749999999999,5.3499999999999996,0.050000000000000003,-3.4350000000000001,-9.2959999999999994,0.0070000000000000001,0.0070000000000000001,-0.050000000000000003,174.69999999999999,0.17000000000000001,4.9000000000000005e-05,-2.4500000000000003e-06,4.9000000000000005e-05,2.3949975000000005e-09,4.6550000000000007e-05,5.1450000000000004e-05,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.0093457943925233655,0.050000000000000003
NGC 6838,298.44372600000003,18.779194,4,0.050000000000000003,-3.4119999999999999,-2.6619999999999999,0.010999999999999999,0.010999999999999999,-0.059999999999999998,-22.719999999999999,0.20000000000000001,0.00012099999999999999,-7.2599999999999983e-06,0.00012099999999999999,1.4588292399999997e-08,0.00011373999999999999,0.00012826,FIXED_CENTRE,CORRELATED_GAUSSIAN_2D,TRUNCATED_GAUSSIAN_D_GT_0,GAUSSIAN_1D,UNPUBLISHED_ASSUMED_ZERO_BASELINE,UNPUBLISHED_ASSUMED_ZERO_BASELINE,NONE_DO_NOT_DOUBLE_COUNT,0.012500000000000001,0.059999999999999998
